"Airline","Source","Destination","Flight_Duration","Total_Stops","Additional_Info","Day_of_Journey","Month_of_Journey","Year_of_Journey","Price"
"Jet Airways","Delhi","Cochin","540.0","1.0","In-flight meal not included","12373","5","9","2019"
"Multiple carriers","Delhi","Cochin","760.0","1.0","No info","6795","6","9","2019"
"Jet Airways","Banglore","Delhi","185.0","0.0","In-flight meal not included","7229","27","6","2019"
"Air India","Mumbai","Hyderabad","90.0","0.0","No info","2575","24","3","2019"
"Air India","Kolkata","Banglore","675.0","1.0","No info","7662","24","5","2019"
"Air India","Kolkata","Banglore","745.0","1.0","No info","8366","18","5","2019"
"Jet Airways","Kolkata","Banglore","740.0","1.0","In-flight meal not included","10844","18","5","2019"
"IndiGo","Chennai","Kolkata","145.0","0.0","No info","3540","6","6","2019"
"Multiple carriers","Delhi","Cochin","935.0","1.0","No info","16863","3","3","2019"
"Air India","Banglore","Delhi","170.0","0.0","No info","6121","5","3","2019"
"IndiGo","Banglore","New Delhi","305.0","1.0","No info","8434","3","9","2019"
"Jet Airways","Kolkata","Banglore","395.0","1.0","No info","14151","21","5","2019"
"Jet Airways","Delhi","Cochin","425.0","2.0","No info","14441","6","6","2019"
"GoAir","Banglore","Delhi","170.0","0.0","No info","3898","6","1","2019"
"Jet Airways","Delhi","Cochin","810.0","2.0","No info","9483","4","9","2019"
"Air Asia","Banglore","Delhi","170.0","0.0","No info","4282","4","12","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","In-flight meal not included","6478","6","3","2019"
"Jet Airways","Delhi","Cochin","1995.0","2.0","No info","16809","3","6","2019"
"Jet Airways","Delhi","Cochin","1390.0","2.0","No info","16704","5","9","2019"
"GoAir","Banglore","Delhi","175.0","0.0","No info","3898","24","6","2019"
"Jet Airways","Banglore","New Delhi","390.0","1.0","No info","11297","3","12","2019"
"IndiGo","Kolkata","Banglore","150.0","0.0","No info","5224","27","5","2019"
"IndiGo","Banglore","Delhi","175.0","0.0","No info","4823","4","6","2019"
"IndiGo","Delhi","Cochin","645.0","1.0","No info","14871","3","3","2019"
"Air India","Delhi","Cochin","1420.0","1.0","No info","7480","27","6","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","5224","5","3","2019"
"Multiple carriers","Delhi","Cochin","540.0","1.0","In-flight meal not included","6093","24","4","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","2754","27","6","2019"
"IndiGo","Mumbai","Hyderabad","95.0","0.0","No info","2227","6","1","2019"
"Jet Airways","Kolkata","Banglore","705.0","1.0","No info","14781","5","6","2019"
"GoAir","Banglore","Delhi","175.0","0.0","No info","3898","5","1","2019"
"Vistara","Kolkata","Banglore","930.0","1.0","No info","9397","24","5","2019"
"Vistara","Kolkata","Banglore","1655.0","1.0","No info","8452","6","12","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","4591","4","3","2019"
"IndiGo","Kolkata","Banglore","315.0","1.0","No info","5930","4","1","2019"
"Air India","Kolkata","Banglore","875.0","2.0","No info","10991","5","6","2019"
"SpiceJet","Kolkata","Banglore","160.0","0.0","No info","4622","3","3","2019"
"Jet Airways","Delhi","Cochin","450.0","1.0","No info","14714","6","6","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","4823","18","6","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","In-flight meal not included","2228","18","3","2019"
"Jet Airways","Kolkata","Banglore","395.0","1.0","In-flight meal not included","10703","5","6","2019"
"Vistara","Banglore","Delhi","155.0","0.0","No info","5613","5","3","2019"
"Jet Airways","Kolkata","Banglore","700.0","1.0","No info","13759","24","3","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","3943","6","12","2019"
"IndiGo","Banglore","New Delhi","165.0","0.0","No info","4944","21","3","2019"
"Jet Airways","Delhi","Cochin","300.0","1.0","In-flight meal not included","10262","24","6","2019"
"SpiceJet","Kolkata","Banglore","435.0","1.0","No info","8479","6","6","2019"
"IndiGo","Delhi","Cochin","515.0","1.0","No info","7514","6","3","2019"
"Air India","Delhi","Cochin","180.0","0.0","No info","6934","5","6","2019"
"Jet Airways","Kolkata","Banglore","1025.0","1.0","In-flight meal not included","9663","5","12","2019"
"Multiple carriers","Delhi","Cochin","660.0","1.0","In-flight meal not included","8085","21","3","2019"
"Vistara","Delhi","Cochin","190.0","0.0","No info","7266","3","9","2019"
"IndiGo","Delhi","Cochin","320.0","1.0","No info","6493","6","3","2019"
"Jet Airways","Delhi","Cochin","540.0","1.0","No info","14714","27","6","2019"
"Multiple carriers","Delhi","Cochin","390.0","1.0","No info","7485","21","5","2019"
"Jet Airways","Delhi","Cochin","925.0","1.0","In-flight meal not included","10262","6","6","2019"
"Vistara","Banglore","New Delhi","165.0","0.0","No info","4878","21","3","2019"
"Multiple carriers","Delhi","Cochin","390.0","1.0","No info","7198","6","12","2019"
"Jet Airways","Banglore","New Delhi","965.0","1.0","No info","17261","3","6","2019"
"Jet Airways","Kolkata","Banglore","735.0","1.0","No info","13044","6","12","2019"
"Jet Airways","Delhi","Cochin","1530.0","1.0","In-flight meal not included","10262","27","6","2019"
"Multiple carriers","Delhi","Cochin","755.0","1.0","No info","8614","15","6","2019"
"Jet Airways","Delhi","Cochin","1665.0","1.0","No info","12032","27","3","2019"
"Jet Airways","Banglore","New Delhi","375.0","1.0","No info","12284","18","3","2019"
"GoAir","Banglore","Delhi","175.0","0.0","No info","3419","27","5","2019"
"IndiGo","Delhi","Cochin","370.0","1.0","No info","6528","21","3","2019"
"Vistara","Banglore","New Delhi","160.0","0.0","No info","5403","24","3","2019"
"Jet Airways","Delhi","Cochin","450.0","1.0","In-flight meal not included","9732","27","5","2019"
"IndiGo","Delhi","Cochin","320.0","1.0","No info","5761","15","4","2019"
"Air India","Kolkata","Banglore","1345.0","2.0","No info","12009","6","6","2019"
"Jet Airways","Kolkata","Banglore","1590.0","1.0","In-flight meal not included","8586","18","5","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","In-flight meal not included","6144","24","5","2019"
"SpiceJet","Banglore","Delhi","160.0","0.0","No check-in baggage included","3257","24","5","2019"
"Multiple carriers","Delhi","Cochin","465.0","1.0","No info","9021","5","9","2019"
"Jet Airways","Delhi","Cochin","1505.0","1.0","In-flight meal not included","10262","6","3","2019"
"Air India","Mumbai","Hyderabad","560.0","2.0","No info","13757","3","6","2019"
"IndiGo","Delhi","Cochin","185.0","0.0","No info","5895","15","3","2019"
"Jet Airways","Kolkata","Banglore","585.0","1.0","In-flight meal not included","9663","21","5","2019"
"Air India","Delhi","Cochin","1535.0","1.0","No info","6587","5","9","2019"
"SpiceJet","Banglore","Delhi","160.0","0.0","No info","3311","5","6","2019"
"SpiceJet","Delhi","Cochin","315.0","1.0","No info","6297","18","5","2019"
"Jet Airways","Kolkata","Banglore","1495.0","1.0","In-flight meal not included","10844","5","12","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","4049","27","5","2019"
"Air India","Banglore","Delhi","170.0","0.0","No info","6961","6","3","2019"
"SpiceJet","Chennai","Kolkata","135.0","0.0","No info","3384","27","3","2019"
"Jet Airways","Delhi","Cochin","1615.0","2.0","In-flight meal not included","13029","5","9","2019"
"SpiceJet","Chennai","Kolkata","135.0","0.0","No check-in baggage included","3859","5","6","2019"
"Air India","Delhi","Cochin","1470.0","2.0","No info","11732","6","12","2019"
"Multiple carriers","Delhi","Cochin","615.0","1.0","No info","12524","6","6","2019"
"Jet Airways","Banglore","New Delhi","325.0","1.0","No info","12284","18","3","2019"
"Jet Airways","Delhi","Cochin","620.0","1.0","In-flight meal not included","10262","15","6","2019"
"Jet Airways","Delhi","Cochin","425.0","2.0","In-flight meal not included","13344","24","6","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","No info","7229","18","4","2019"
"Air India","Kolkata","Banglore","1385.0","2.0","No info","14960","6","12","2019"
"Air India","Delhi","Cochin","1490.0","2.0","No info","13381","6","12","2019"
"Multiple carriers","Delhi","Cochin","765.0","1.0","No info","15147","3","6","2019"
"Jet Airways","Kolkata","Banglore","1330.0","1.0","In-flight meal not included","8586","5","6","2019"
"IndiGo","Delhi","Cochin","490.0","1.0","No info","7054","5","6","2019"
"Air Asia","Kolkata","Banglore","150.0","0.0","No info","4082","18","3","2019"
"Jet Airways","Delhi","Cochin","560.0","2.0","In-flight meal not included","13029","21","5","2019"
"Jet Airways","Kolkata","Banglore","365.0","1.0","In-flight meal not included","7064","4","1","2019"
"Air India","Banglore","New Delhi","1475.0","1.0","No info","4943","21","3","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","No info","7229","5","3","2019"
"Air India","Kolkata","Banglore","675.0","1.0","No info","8450","5","12","2019"
"Jet Airways","Delhi","Cochin","505.0","2.0","In-flight meal not included","15318","5","9","2019"
"IndiGo","Kolkata","Banglore","160.0","0.0","No info","4804","5","3","2019"
"Jet Airways","Kolkata","Banglore","1220.0","1.0","In-flight meal not included","10844","6","6","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","3175","4","1","2019"
"Air India","Delhi","Cochin","1820.0","2.0","No info","12646","27","6","2019"
"Air India","Kolkata","Banglore","930.0","1.0","No info","7893","4","1","2019"
"Air India","Banglore","Delhi","165.0","0.0","No info","7171","24","5","2019"
"Multiple carriers","Delhi","Cochin","420.0","1.0","No info","13727","15","5","2019"
"Air India","Delhi","Cochin","185.0","0.0","No info","5201","27","6","2019"
"Multiple carriers","Delhi","Cochin","455.0","1.0","No info","9001","15","5","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","3943","15","5","2019"
"Multiple carriers","Delhi","Cochin","835.0","1.0","In-flight meal not included","10546","5","9","2019"
"Jet Airways","Delhi","Cochin","1425.0","1.0","No info","15554","18","5","2019"
"Air India","Banglore","Delhi","165.0","0.0","No info","5228","15","4","2019"
"Air India","Delhi","Cochin","615.0","1.0","No info","9404","24","6","2019"
"Multiple carriers","Delhi","Cochin","605.0","1.0","No info","8601","21","3","2019"
"Multiple carriers","Delhi","Cochin","765.0","1.0","No info","8888","5","9","2019"
"Vistara","Banglore","New Delhi","155.0","0.0","No info","5088","24","3","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","3943","5","9","2019"
"Jet Airways","Delhi","Cochin","885.0","1.0","In-flight meal not included","12373","5","9","2019"
"Multiple carriers","Delhi","Cochin","440.0","1.0","No info","8323","4","9","2019"
"Jet Airways","Delhi","Cochin","1390.0","2.0","No info","15339","27","6","2019"
"Vistara","Chennai","Kolkata","140.0","0.0","No info","11982","5","6","2019"
"SpiceJet","Kolkata","Banglore","330.0","1.0","No info","8844","5","12","2019"
"Jet Airways","Delhi","Cochin","825.0","1.0","In-flight meal not included","10262","6","1","2019"
"IndiGo","Chennai","Kolkata","140.0","0.0","No info","3597","6","6","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","No info","5678","24","3","2019"
"IndiGo","Chennai","Kolkata","140.0","0.0","No info","5277","21","5","2019"
"IndiGo","Banglore","Delhi","175.0","0.0","No info","4823","27","6","2019"
"IndiGo","Delhi","Cochin","765.0","2.0","No info","8049","3","3","2019"
"SpiceJet","Chennai","Kolkata","140.0","0.0","No check-in baggage included","3543","15","5","2019"
"Jet Airways","Delhi","Cochin","1485.0","1.0","In-flight meal not included","10262","6","6","2019"
"Air India","Delhi","Cochin","2280.0","3.0","No info","10703","6","1","2019"
"IndiGo","Delhi","Cochin","295.0","1.0","No info","6496","6","12","2019"
"Jet Airways","Kolkata","Banglore","705.0","1.0","In-flight meal not included","10844","21","5","2019"
"Jet Airways","Delhi","Cochin","705.0","1.0","No info","12032","27","3","2019"
"Vistara","Delhi","Cochin","190.0","0.0","No info","6741","18","4","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","3943","5","9","2019"
"SpiceJet","Kolkata","Banglore","155.0","0.0","No check-in baggage included","3841","24","5","2019"
"Multiple carriers","Delhi","Cochin","395.0","1.0","No info","15288","3","3","2019"
"Air India","Mumbai","Hyderabad","80.0","0.0","No info","2050","18","3","2019"
"Vistara","Chennai","Kolkata","135.0","0.0","No info","4842","24","3","2019"
"Jet Airways","Delhi","Cochin","1420.0","2.0","In-flight meal not included","6643","21","3","2019"
"IndiGo","Delhi","Cochin","300.0","1.0","No info","9581","3","3","2019"
"IndiGo","Kolkata","Banglore","160.0","0.0","No info","4804","15","5","2019"
"Jet Airways","Banglore","New Delhi","1420.0","1.0","In-flight meal not included","7832","21","3","2019"
"Multiple carriers","Delhi","Cochin","730.0","1.0","In-flight meal not included","11667","6","12","2019"
"IndiGo","Delhi","Cochin","455.0","1.0","No info","6442","27","6","2019"
"Jet Airways","Delhi","Cochin","1760.0","2.0","No info","15129","24","5","2019"
"Jet Airways","Banglore","Delhi","175.0","0.0","In-flight meal not included","4544","4","3","2019"
"Jet Airways","Kolkata","Banglore","800.0","1.0","In-flight meal not included","9663","15","5","2019"
"Jet Airways","Delhi","Cochin","745.0","1.0","No info","14714","6","3","2019"
"Air India","Mumbai","Hyderabad","80.0","0.0","No info","3100","27","5","2019"
"Jet Airways","Kolkata","Banglore","1695.0","1.0","In-flight meal not included","9663","5","6","2019"
"IndiGo","Delhi","Cochin","320.0","1.0","No info","5761","21","3","2019"
"Air India","Mumbai","Hyderabad","80.0","0.0","No info","3100","5","9","2019"
"Jet Airways","Kolkata","Banglore","425.0","1.0","No info","13626","6","12","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","No info","5678","24","3","2019"
"Jet Airways","Kolkata","Banglore","1400.0","1.0","In-flight meal not included","8529","6","12","2019"
"Air India","Delhi","Cochin","170.0","0.0","No info","5201","5","9","2019"
"Jet Airways","Kolkata","Banglore","690.0","1.0","No info","14151","21","5","2019"
"Air Asia","Banglore","Delhi","165.0","0.0","No info","4483","5","3","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4174","4","6","2019"
"Jet Airways","Delhi","Cochin","425.0","2.0","In-flight meal not included","15544","18","5","2019"
"IndiGo","Delhi","Cochin","195.0","0.0","No info","5601","27","5","2019"
"IndiGo","Banglore","Delhi","165.0","0.0","No info","3419","4","3","2019"
"Air Asia","Delhi","Cochin","870.0","1.0","No info","6451","27","4","2019"
"Air India","Kolkata","Banglore","1700.0","2.0","No info","12592","5","12","2019"
"Air India","Banglore","Delhi","170.0","0.0","No info","6961","24","6","2019"
"SpiceJet","Kolkata","Banglore","150.0","0.0","No info","4174","6","12","2019"
"Jet Airways","Kolkata","Banglore","590.0","1.0","In-flight meal not included","8824","24","3","2019"
"SpiceJet","Delhi","Cochin","380.0","1.0","No info","7947","15","5","2019"
"Multiple carriers","Delhi","Cochin","420.0","1.0","No info","13587","27","6","2019"
"SpiceJet","Kolkata","Banglore","155.0","0.0","No check-in baggage included","3841","15","6","2019"
"IndiGo","Kolkata","Banglore","160.0","0.0","No info","4804","21","6","2019"
"Jet Airways","Kolkata","Banglore","520.0","1.0","In-flight meal not included","8586","5","9","2019"
"IndiGo","Kolkata","Banglore","160.0","0.0","No info","4778","3","1","2019"
"Multiple carriers","Delhi","Cochin","625.0","2.0","No info","18275","6","1","2019"
"IndiGo","Chennai","Kolkata","145.0","0.0","No info","3540","6","1","2019"
"IndiGo","Delhi","Cochin","835.0","1.0","No info","6442","27","6","2019"
"Air India","Kolkata","Banglore","155.0","0.0","No info","4145","27","6","2019"
"IndiGo","Kolkata","Banglore","150.0","0.0","No info","5644","6","9","2019"
"IndiGo","Kolkata","Banglore","150.0","0.0","No info","5224","5","3","2019"
"Jet Airways","Delhi","Cochin","1520.0","1.0","In-flight meal not included","5963","21","3","2019"
"Multiple carriers","Delhi","Cochin","780.0","1.0","No info","11264","27","5","2019"
"GoAir","Delhi","Cochin","310.0","1.0","No info","10188","27","3","2019"
"Jet Airways","Kolkata","Banglore","800.0","1.0","In-flight meal not included","10844","18","5","2019"
"IndiGo","Banglore","New Delhi","295.0","1.0","No info","7166","15","3","2019"
"Jet Airways","Banglore","New Delhi","635.0","1.0","No info","13817","3","12","2019"
"Jet Airways","Delhi","Cochin","1100.0","1.0","In-flight meal not included","12373","5","9","2019"
"Jet Airways","Banglore","New Delhi","965.0","1.0","1 Long layover","25735","3","1","2019"
"Jet Airways","Banglore","New Delhi","450.0","1.0","No info","14815","18","3","2019"
"Jet Airways","Delhi","Cochin","1505.0","1.0","In-flight meal not included","10262","6","12","2019"
"Jet Airways","Delhi","Cochin","660.0","1.0","In-flight meal not included","10262","15","6","2019"
"Air India","Delhi","Cochin","875.0","1.0","No info","7468","6","9","2019"
"Jet Airways","Mumbai","Hyderabad","85.0","0.0","No info","8040","5","9","2019"
"Jet Airways","Delhi","Cochin","1195.0","2.0","No info","12819","24","6","2019"
"IndiGo","Chennai","Kolkata","145.0","0.0","No info","7295","3","6","2019"
"Jet Airways","Banglore","Delhi","175.0","0.0","No info","7229","27","5","2019"
"Air Asia","Delhi","Cochin","340.0","1.0","No info","6853","15","6","2019"
