,Airline,Source,Destination,Flight_Duration,Total_Stops,Additional_Info,Price,Day_of_Journey,Month_of_Journey,Year_of_Journey
4428,Air India,Banglore,New Delhi,1475,1.0,No info,4943,21,3,2019
4429,Jet Airways,Banglore,Delhi,180,0.0,No info,7229,5,3,2019
4430,Air India,Kolkata,Banglore,675,1.0,No info,8450,5,12,2019
4431,Jet Airways,Delhi,Cochin,505,2.0,In-flight meal not included,15318,5,9,2019
4432,IndiGo,Kolkata,Banglore,160,0.0,No info,4804,5,3,2019
4433,Jet Airways,Kolkata,Banglore,1220,1.0,In-flight meal not included,10844,6,6,2019
4434,IndiGo,Mumbai,Hyderabad,90,0.0,No info,3175,4,1,2019
4435,Air India,Delhi,Cochin,1820,2.0,No info,12646,27,6,2019
4436,Air India,Kolkata,Banglore,930,1.0,No info,7893,4,1,2019
4437,Air India,Banglore,Delhi,165,0.0,No info,7171,24,5,2019
4438,Multiple carriers,Delhi,Cochin,420,1.0,No info,13727,15,5,2019
4439,Air India,Delhi,Cochin,185,0.0,No info,5201,27,6,2019
4440,Multiple carriers,Delhi,Cochin,455,1.0,No info,9001,15,5,2019
4441,IndiGo,Banglore,Delhi,170,0.0,No info,3943,15,5,2019
4442,Multiple carriers,Delhi,Cochin,835,1.0,In-flight meal not included,10546,5,9,2019
4443,Jet Airways,Delhi,Cochin,1425,1.0,No info,15554,18,5,2019
4444,Air India,Banglore,Delhi,165,0.0,No info,5228,15,4,2019
4445,Air India,Delhi,Cochin,615,1.0,No info,9404,24,6,2019
4446,Multiple carriers,Delhi,Cochin,605,1.0,No info,8601,21,3,2019
4447,Multiple carriers,Delhi,Cochin,765,1.0,No info,8888,5,9,2019
4448,Vistara,Banglore,New Delhi,155,0.0,No info,5088,24,3,2019
4449,IndiGo,Banglore,Delhi,170,0.0,No info,3943,5,9,2019
4450,Jet Airways,Delhi,Cochin,885,1.0,In-flight meal not included,12373,5,9,2019
4451,Multiple carriers,Delhi,Cochin,440,1.0,No info,8323,4,9,2019
4452,Jet Airways,Delhi,Cochin,1390,2.0,No info,15339,27,6,2019
4453,Vistara,Chennai,Kolkata,140,0.0,No info,11982,5,6,2019
4454,SpiceJet,Kolkata,Banglore,330,1.0,No info,8844,5,12,2019
4455,Jet Airways,Delhi,Cochin,825,1.0,In-flight meal not included,10262,6,1,2019
4456,IndiGo,Chennai,Kolkata,140,0.0,No info,3597,6,6,2019
4457,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678,24,3,2019
4458,IndiGo,Chennai,Kolkata,140,0.0,No info,5277,21,5,2019
4459,IndiGo,Banglore,Delhi,175,0.0,No info,4823,27,6,2019
4460,IndiGo,Delhi,Cochin,765,2.0,No info,8049,3,3,2019
4461,SpiceJet,Chennai,Kolkata,140,0.0,No check-in baggage included,3543,15,5,2019
4462,Jet Airways,Delhi,Cochin,1485,1.0,In-flight meal not included,10262,6,6,2019
4463,Air India,Delhi,Cochin,2280,3.0,No info,10703,6,1,2019
4464,IndiGo,Delhi,Cochin,295,1.0,No info,6496,6,12,2019
4465,Jet Airways,Kolkata,Banglore,705,1.0,In-flight meal not included,10844,21,5,2019
4466,Jet Airways,Delhi,Cochin,705,1.0,No info,12032,27,3,2019
4467,Vistara,Delhi,Cochin,190,0.0,No info,6741,18,4,2019
4468,IndiGo,Banglore,Delhi,170,0.0,No info,3943,5,9,2019
4469,SpiceJet,Kolkata,Banglore,155,0.0,No check-in baggage included,3841,24,5,2019
4470,Multiple carriers,Delhi,Cochin,395,1.0,No info,15288,3,3,2019
4471,Air India,Mumbai,Hyderabad,80,0.0,No info,2050,18,3,2019
4472,Vistara,Chennai,Kolkata,135,0.0,No info,4842,24,3,2019
4473,Jet Airways,Delhi,Cochin,1420,2.0,In-flight meal not included,6643,21,3,2019
4474,IndiGo,Delhi,Cochin,300,1.0,No info,9581,3,3,2019
4475,IndiGo,Kolkata,Banglore,160,0.0,No info,4804,15,5,2019
4476,Jet Airways,Banglore,New Delhi,1420,1.0,In-flight meal not included,7832,21,3,2019
4477,Multiple carriers,Delhi,Cochin,730,1.0,In-flight meal not included,11667,6,12,2019
4478,IndiGo,Delhi,Cochin,455,1.0,No info,6442,27,6,2019
4479,Jet Airways,Delhi,Cochin,1760,2.0,No info,15129,24,5,2019
4480,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,4544,4,3,2019
4481,Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,9663,15,5,2019
4482,Jet Airways,Delhi,Cochin,745,1.0,No info,14714,6,3,2019
4483,Air India,Mumbai,Hyderabad,80,0.0,No info,3100,27,5,2019
4484,Jet Airways,Kolkata,Banglore,1695,1.0,In-flight meal not included,9663,5,6,2019
4485,IndiGo,Delhi,Cochin,320,1.0,No info,5761,21,3,2019
4486,Air India,Mumbai,Hyderabad,80,0.0,No info,3100,5,9,2019
4487,Jet Airways,Kolkata,Banglore,425,1.0,No info,13626,6,12,2019
4488,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678,24,3,2019
4489,Jet Airways,Kolkata,Banglore,1400,1.0,In-flight meal not included,8529,6,12,2019
4490,Air India,Delhi,Cochin,170,0.0,No info,5201,5,9,2019
4491,Jet Airways,Kolkata,Banglore,690,1.0,No info,14151,21,5,2019
4492,Air Asia,Banglore,Delhi,165,0.0,No info,4483,5,3,2019
4493,IndiGo,Kolkata,Banglore,155,0.0,No info,4174,4,6,2019
4494,Jet Airways,Delhi,Cochin,425,2.0,In-flight meal not included,15544,18,5,2019
4495,IndiGo,Delhi,Cochin,195,0.0,No info,5601,27,5,2019
4496,IndiGo,Banglore,Delhi,165,0.0,No info,3419,4,3,2019
4497,Air Asia,Delhi,Cochin,870,1.0,No info,6451,27,4,2019
4498,Air India,Kolkata,Banglore,1700,2.0,No info,12592,5,12,2019
4499,Air India,Banglore,Delhi,170,0.0,No info,6961,24,6,2019
4500,SpiceJet,Kolkata,Banglore,150,0.0,No info,4174,6,12,2019
4501,Jet Airways,Kolkata,Banglore,590,1.0,In-flight meal not included,8824,24,3,2019
4502,SpiceJet,Delhi,Cochin,380,1.0,No info,7947,15,5,2019
4503,Multiple carriers,Delhi,Cochin,420,1.0,No info,13587,27,6,2019
4504,SpiceJet,Kolkata,Banglore,155,0.0,No check-in baggage included,3841,15,6,2019
4505,IndiGo,Kolkata,Banglore,160,0.0,No info,4804,21,6,2019
4506,Jet Airways,Kolkata,Banglore,520,1.0,In-flight meal not included,8586,5,9,2019
4507,IndiGo,Kolkata,Banglore,160,0.0,No info,4778,3,1,2019
4508,Multiple carriers,Delhi,Cochin,625,2.0,No info,18275,6,1,2019
4509,IndiGo,Chennai,Kolkata,145,0.0,No info,3540,6,1,2019
4510,IndiGo,Delhi,Cochin,835,1.0,No info,6442,27,6,2019
4511,Air India,Kolkata,Banglore,155,0.0,No info,4145,27,6,2019
4512,IndiGo,Kolkata,Banglore,150,0.0,No info,5644,6,9,2019
4513,IndiGo,Kolkata,Banglore,150,0.0,No info,5224,5,3,2019
4514,Jet Airways,Delhi,Cochin,1520,1.0,In-flight meal not included,5963,21,3,2019
4515,Multiple carriers,Delhi,Cochin,780,1.0,No info,11264,27,5,2019
4516,GoAir,Delhi,Cochin,310,1.0,No info,10188,27,3,2019
4517,Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,10844,18,5,2019
4518,IndiGo,Banglore,New Delhi,295,1.0,No info,7166,15,3,2019
4519,Jet Airways,Banglore,New Delhi,635,1.0,No info,13817,3,12,2019
4520,Jet Airways,Delhi,Cochin,1100,1.0,In-flight meal not included,12373,5,9,2019
4521,Jet Airways,Banglore,New Delhi,965,1.0,1 Long layover,25735,3,1,2019
4522,Jet Airways,Banglore,New Delhi,450,1.0,No info,14815,18,3,2019
4523,Jet Airways,Delhi,Cochin,1505,1.0,In-flight meal not included,10262,6,12,2019
4524,Jet Airways,Delhi,Cochin,660,1.0,In-flight meal not included,10262,15,6,2019
4525,Air India,Delhi,Cochin,875,1.0,No info,7468,6,9,2019
4526,Jet Airways,Mumbai,Hyderabad,85,0.0,No info,8040,5,9,2019
4527,Jet Airways,Delhi,Cochin,1195,2.0,No info,12819,24,6,2019
4528,IndiGo,Chennai,Kolkata,145,0.0,No info,7295,3,6,2019
4529,Jet Airways,Banglore,Delhi,175,0.0,No info,7229,27,5,2019
4530,Air Asia,Delhi,Cochin,340,1.0,No info,6853,15,6,2019
4531,Jet Airways,Kolkata,Banglore,730,1.0,In-flight meal not included,9663,24,5,2019
4532,Jet Airways,Kolkata,Banglore,705,1.0,In-flight meal not included,7064,4,1,2019
4533,Air India,Delhi,Cochin,615,1.0,No info,8372,6,6,2019
4534,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965,6,3,2019
4535,Vistara,Kolkata,Banglore,695,1.0,No info,16932,24,3,2019
4536,SpiceJet,Kolkata,Banglore,140,0.0,No check-in baggage included,3841,18,6,2019
4537,Jet Airways,Delhi,Cochin,440,2.0,In-flight meal not included,15812,6,12,2019
4538,Air India,Banglore,New Delhi,385,1.0,No info,10924,3,3,2019
4539,Air India,Delhi,Cochin,180,0.0,No info,6934,27,5,2019
4540,Jet Airways,Delhi,Cochin,660,1.0,In-flight meal not included,10262,6,1,2019
4541,Jet Airways,Delhi,Cochin,870,1.0,In-flight meal not included,13843,3,6,2019
4542,Multiple carriers,Delhi,Cochin,740,1.0,No info,9315,15,5,2019
4543,Multiple carriers,Delhi,Cochin,795,1.0,No info,8266,21,5,2019
4544,Jet Airways,Kolkata,Banglore,660,1.0,No info,14231,24,3,2019
4545,GoAir,Banglore,Delhi,165,0.0,No info,5048,18,4,2019
4546,Jet Airways,Delhi,Cochin,1530,1.0,In-flight meal not included,10262,6,6,2019
4547,Multiple carriers,Delhi,Cochin,720,1.0,No info,12537,27,3,2019
4548,Jet Airways,Delhi,Cochin,925,1.0,In-flight meal not included,10262,15,6,2019
4549,Jet Airways,Mumbai,Hyderabad,85,0.0,No info,8040,4,3,2019
4550,SpiceJet,Kolkata,Banglore,435,1.0,No info,9736,5,6,2019
4551,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,5,6,2019
4552,Jet Airways,Banglore,New Delhi,995,1.0,No info,13817,3,12,2019
4553,GoAir,Banglore,Delhi,175,0.0,No info,5048,21,5,2019
4554,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,8040,4,1,2019
4555,Multiple carriers,Delhi,Cochin,645,1.0,No info,7354,6,12,2019
4556,Multiple carriers,Delhi,Cochin,465,1.0,In-flight meal not included,7563,3,6,2019
4557,IndiGo,Delhi,Cochin,285,1.0,No info,7725,3,3,2019
4558,Multiple carriers,Delhi,Cochin,735,1.0,No info,7740,6,1,2019
4559,Air India,Kolkata,Banglore,1165,2.0,No info,13532,6,12,2019
4560,IndiGo,Kolkata,Banglore,155,0.0,No info,6565,3,1,2019
4561,Jet Airways,Kolkata,Banglore,1640,1.0,In-flight meal not included,10844,5,12,2019
4562,SpiceJet,Kolkata,Banglore,140,0.0,No check-in baggage included,3841,18,4,2019
4563,Multiple carriers,Delhi,Cochin,630,1.0,No info,11200,6,3,2019
4564,Air India,Kolkata,Banglore,1505,2.0,No info,12009,4,1,2019
4565,Air India,Delhi,Cochin,675,1.0,No info,8372,15,5,2019
4566,Air India,Delhi,Cochin,1490,2.0,No info,13591,15,6,2019
4567,Vistara,Mumbai,Hyderabad,1190,1.0,No info,12395,3,6,2019
4568,SpiceJet,Chennai,Kolkata,135,0.0,No info,7298,3,1,2019
4569,IndiGo,Delhi,Cochin,310,1.0,No info,12214,3,3,2019
4570,Jet Airways,Kolkata,Banglore,1745,1.0,No info,14151,15,5,2019
4571,Air India,Delhi,Cochin,1560,2.0,No info,12970,6,1,2019
4572,Jet Airways,Kolkata,Banglore,570,1.0,No info,14781,5,1,2019
4573,Vistara,Banglore,Delhi,155,0.0,No info,4878,6,6,2019
4574,SpiceJet,Chennai,Kolkata,135,0.0,No info,3597,5,3,2019
4575,Air Asia,Kolkata,Banglore,955,1.0,No info,6810,6,6,2019
4576,Vistara,Chennai,Kolkata,135,0.0,No info,3687,5,1,2019
4577,Air India,Delhi,Cochin,965,1.0,No info,6482,21,3,2019
4578,Jet Airways,Mumbai,Hyderabad,1430,1.0,No info,19595,3,6,2019
4579,IndiGo,Delhi,Cochin,290,1.0,No info,6147,15,6,2019
4580,Jet Airways,Kolkata,Banglore,1005,1.0,No info,10953,5,6,2019
4581,SpiceJet,Kolkata,Banglore,140,0.0,No info,3873,24,4,2019
4582,Jet Airways,Banglore,New Delhi,900,1.0,No info,14815,3,6,2019
4583,Multiple carriers,Delhi,Cochin,845,1.0,No info,10678,6,6,2019
4584,Jet Airways,Delhi,Cochin,800,1.0,In-flight meal not included,14053,3,9,2019
4585,Jet Airways,Kolkata,Banglore,750,1.0,In-flight meal not included,10539,6,12,2019
4586,Jet Airways,Banglore,New Delhi,435,1.0,No info,16946,18,3,2019
4587,IndiGo,Delhi,Cochin,185,0.0,No info,7673,3,3,2019
4588,Air India,Banglore,New Delhi,170,0.0,No info,4441,24,3,2019
4589,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,4544,15,4,2019
4590,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,24,4,2019
4591,Jet Airways,Delhi,Cochin,1655,1.0,In-flight meal not included,5406,4,1,2019
4592,Air India,Mumbai,Hyderabad,80,0.0,No info,3100,4,3,2019
4593,Jet Airways,Delhi,Cochin,1195,2.0,In-flight meal not included,11150,27,6,2019
4594,IndiGo,Banglore,Delhi,180,0.0,No info,4823,4,6,2019
4595,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965,5,3,2019
4596,Jet Airways,Delhi,Cochin,885,1.0,In-flight meal not included,10262,24,6,2019
4597,IndiGo,Delhi,Cochin,515,1.0,No info,6674,6,6,2019
4598,Jet Airways,Delhi,Cochin,1165,1.0,No info,15764,3,6,2019
4599,Jet Airways,Kolkata,Banglore,1595,1.0,In-flight meal not included,7064,4,1,2019
4600,Jet Airways,Delhi,Cochin,300,1.0,In-flight meal not included,10262,6,6,2019
4601,IndiGo,Kolkata,Banglore,290,1.0,No info,5069,5,1,2019
4602,Multiple carriers,Delhi,Cochin,440,1.0,No info,11789,6,6,2019
4603,Air India,Kolkata,Banglore,1665,2.0,No info,15164,5,1,2019
4604,Air India,Delhi,Cochin,180,0.0,No info,6094,6,6,2019
4605,SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,4885,21,4,2019
4606,Air Asia,Banglore,Delhi,165,0.0,No info,3383,21,6,2019
4607,Multiple carriers,Delhi,Cochin,515,1.0,No info,6673,27,3,2019
4608,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,4544,27,4,2019
4609,Jet Airways,Delhi,Cochin,485,2.0,In-flight meal not included,8367,21,3,2019
4610,GoAir,Banglore,Delhi,170,0.0,No info,3898,6,3,2019
4611,Jet Airways,Kolkata,Banglore,510,1.0,In-flight meal not included,10844,6,9,2019
4612,Multiple carriers,Delhi,Cochin,665,1.0,No info,12327,27,3,2019
4613,SpiceJet,Delhi,Cochin,270,1.0,No check-in baggage included,6356,21,3,2019
4614,Air India,Banglore,Delhi,170,0.0,No info,5228,15,5,2019
4615,Air India,Banglore,New Delhi,2025,2.0,No info,10835,18,3,2019
4616,IndiGo,Banglore,Delhi,170,0.0,No info,3943,21,6,2019
4617,Jet Airways,Delhi,Cochin,1485,1.0,No info,14714,6,1,2019
4618,Air India,Kolkata,Banglore,1810,2.0,No info,11883,5,6,2019
4619,Vistara,Kolkata,Banglore,1625,1.0,No info,8610,6,12,2019
4620,Multiple carriers,Delhi,Cochin,920,1.0,No info,6513,15,5,2019
4621,Jet Airways,Delhi,Cochin,1570,1.0,In-flight meal not included,12898,21,5,2019
4622,Air India,Delhi,Cochin,1275,2.0,No info,10861,6,1,2019
4623,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049,21,6,2019
4624,Jet Airways,Banglore,New Delhi,1045,1.0,No info,13555,18,3,2019
4625,Jet Airways,Delhi,Cochin,1005,1.0,No info,16079,27,5,2019
4626,IndiGo,Delhi,Cochin,195,0.0,No info,7673,3,6,2019
4627,Multiple carriers Premium economy,Delhi,Cochin,620,1.0,No info,10161,21,3,2019
4628,Jet Airways,Delhi,Cochin,620,1.0,In-flight meal not included,10262,6,12,2019
4629,SpiceJet,Kolkata,Banglore,155,0.0,No info,3873,5,3,2019
4630,SpiceJet,Banglore,Delhi,175,0.0,No info,3311,6,3,2019
4631,IndiGo,Delhi,Cochin,575,1.0,No info,13611,3,9,2019
4632,Air India,Delhi,Cochin,435,2.0,No info,11858,3,6,2019
4633,Multiple carriers,Delhi,Cochin,535,1.0,No info,9316,27,5,2019
4634,IndiGo,Banglore,Delhi,175,0.0,No info,4823,4,1,2019
4635,Jet Airways,Kolkata,Banglore,845,1.0,No info,13941,5,12,2019
4636,Jet Airways,Delhi,Cochin,1125,2.0,In-flight meal not included,13029,27,5,2019
4637,SpiceJet,Kolkata,Banglore,155,0.0,No info,3873,4,12,2019
4638,IndiGo,Banglore,Delhi,165,0.0,No info,4591,4,12,2019
4639,Vistara,Mumbai,Hyderabad,850,1.0,No info,12395,3,6,2019
4640,IndiGo,Mumbai,Hyderabad,90,0.0,No info,3603,21,3,2019
4641,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,5,1,2019
4642,IndiGo,Banglore,Delhi,175,0.0,No info,4823,21,5,2019
4643,Jet Airways,Delhi,Cochin,440,1.0,No info,13244,21,3,2019
4644,Air Asia,Kolkata,Banglore,710,1.0,No info,6785,24,3,2019
4645,Air India,Mumbai,Hyderabad,80,0.0,No info,3100,24,6,2019
4646,Multiple carriers,Delhi,Cochin,450,1.0,No info,7198,6,12,2019
4647,Jet Airways,Delhi,Cochin,560,2.0,No info,13014,27,6,2019
4648,Air India,Delhi,Cochin,1490,2.0,No info,20416,3,6,2019
4649,Air India,Delhi,Cochin,1275,2.0,No info,10441,6,6,2019
4650,Air India,Banglore,New Delhi,1490,1.0,No info,11528,3,1,2019
4651,Air India,Kolkata,Banglore,1100,2.0,No info,14083,5,6,2019
4652,IndiGo,Chennai,Kolkata,140,0.0,No info,3597,15,5,2019
4653,Air India,Kolkata,Banglore,445,2.0,No info,7662,6,12,2019
4654,IndiGo,Banglore,Delhi,170,0.0,No info,4823,6,6,2019
4655,Air India,Delhi,Cochin,2280,3.0,No info,10703,27,6,2019
4656,Jet Airways,Mumbai,Hyderabad,85,0.0,No info,8040,6,12,2019
4657,Vistara,Banglore,Delhi,160,0.0,No info,4668,24,6,2019
4658,Air India,Delhi,Cochin,185,0.0,No info,6304,5,12,2019
4659,Air India,Mumbai,Hyderabad,1795,2.0,No info,14219,3,6,2019
4660,SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,3841,5,1,2019
4661,Multiple carriers,Delhi,Cochin,480,1.0,No info,13587,27,5,2019
4662,Air India,Kolkata,Banglore,875,2.0,No info,12093,18,5,2019
4663,SpiceJet,Delhi,Cochin,315,1.0,No info,5899,27,4,2019
4664,Air India,Mumbai,Hyderabad,90,0.0,No info,3100,5,12,2019
4665,Air India,Banglore,Delhi,165,0.0,No info,5438,5,12,2019
4666,IndiGo,Banglore,Delhi,175,0.0,No info,5780,18,4,2019
4667,Air India,Kolkata,Banglore,955,2.0,No info,11668,6,9,2019
4668,IndiGo,Banglore,New Delhi,175,0.0,No info,11934,3,1,2019
4669,Jet Airways,Delhi,Cochin,505,2.0,No info,16263,27,6,2019
4670,IndiGo,Delhi,Cochin,420,1.0,No info,14871,3,6,2019
4671,SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,3573,24,5,2019
4672,Air India,Delhi,Cochin,1305,2.0,No info,12497,3,3,2019
4673,Air India,Delhi,Cochin,185,0.0,No info,5411,21,6,2019
4674,IndiGo,Delhi,Cochin,665,1.0,No info,6600,6,9,2019
4675,IndiGo,Kolkata,Banglore,295,1.0,No info,11160,6,6,2019
4676,Jet Airways,Mumbai,Hyderabad,1415,2.0,No info,22950,3,6,2019
4677,SpiceJet,Kolkata,Banglore,315,1.0,No info,4649,24,5,2019
4678,Jet Airways,Delhi,Cochin,1375,2.0,No info,15129,21,5,2019
4679,IndiGo,Delhi,Cochin,195,0.0,No info,8626,5,12,2019
4680,Jet Airways,Delhi,Cochin,1280,1.0,No info,17234,3,6,2019
4681,Jet Airways,Banglore,New Delhi,450,1.0,In-flight meal not included,7832,21,3,2019
4682,Air India,Mumbai,Hyderabad,85,0.0,No info,3100,18,6,2019
4683,Jet Airways,Kolkata,Banglore,1730,1.0,In-flight meal not included,9314,5,9,2019
4684,Jet Airways,Delhi,Cochin,620,1.0,No info,14714,6,1,2019
4685,Jet Airways,Delhi,Cochin,1000,2.0,No info,13882,15,6,2019
4686,Jet Airways,Delhi,Cochin,425,2.0,No info,16274,5,9,2019
4687,Multiple carriers,Delhi,Cochin,440,1.0,No info,15135,3,6,2019
4688,IndiGo,Banglore,New Delhi,175,0.0,No info,6144,24,3,2019
4689,Jet Airways,Delhi,Cochin,1475,2.0,No info,9483,27,3,2019
4690,Air India,Delhi,Cochin,1490,2.0,No info,14431,15,5,2019
4691,Multiple carriers,Delhi,Cochin,455,1.0,In-flight meal not included,6093,24,6,2019
4692,Multiple carriers,Delhi,Cochin,660,1.0,No info,7888,21,5,2019
4693,IndiGo,Delhi,Cochin,975,1.0,No info,7503,15,5,2019
4694,Air India,Kolkata,Banglore,890,1.0,No info,6117,5,6,2019
4695,Jet Airways,Delhi,Cochin,590,1.0,No info,17024,3,3,2019
4696,Jet Airways,Kolkata,Banglore,800,1.0,No info,12681,4,1,2019
4697,Multiple carriers,Delhi,Cochin,505,1.0,No info,10678,24,6,2019
4698,Jet Airways,Kolkata,Banglore,1655,1.0,No info,13759,24,3,2019
4699,SpiceJet,Mumbai,Hyderabad,90,0.0,No info,2017,6,3,2019
4700,SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,4885,15,6,2019
4701,Multiple carriers,Delhi,Cochin,795,1.0,No info,10786,27,5,2019
4702,Vistara,Mumbai,Hyderabad,1555,1.0,No info,12080,3,12,2019
4703,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,6,9,2019
4704,Air India,Delhi,Cochin,1335,1.0,No info,6587,21,3,2019
4705,Jet Airways,Delhi,Cochin,820,2.0,In-flight meal not included,8728,27,3,2019
4706,Air Asia,Delhi,Cochin,625,1.0,No info,7452,18,5,2019
4707,IndiGo,Banglore,Delhi,170,0.0,No info,4823,6,6,2019
4708,Multiple carriers,Delhi,Cochin,925,1.0,No info,8310,5,9,2019
4709,Vistara,Banglore,Delhi,170,0.0,No info,5403,4,1,2019
4710,Jet Airways,Delhi,Cochin,1320,2.0,No info,13376,6,9,2019
4711,Multiple carriers,Delhi,Cochin,505,1.0,No info,10877,6,3,2019
4712,Jet Airways,Banglore,New Delhi,1555,1.0,No info,14815,3,6,2019
4713,IndiGo,Delhi,Cochin,570,1.0,No info,6558,21,3,2019
4714,Multiple carriers,Delhi,Cochin,720,1.0,No info,14067,21,5,2019
4715,Multiple carriers,Delhi,Cochin,585,1.0,No info,9627,21,5,2019
4716,Jet Airways,Delhi,Cochin,1425,1.0,No info,14714,6,3,2019
4717,IndiGo,Delhi,Cochin,195,0.0,No info,5000,5,9,2019
4718,Multiple carriers Premium economy,Delhi,Cochin,900,1.0,No info,9845,21,3,2019
4719,Jet Airways,Kolkata,Banglore,1285,1.0,In-flight meal not included,10844,18,5,2019
4720,IndiGo,Delhi,Cochin,515,1.0,No info,7048,27,3,2019
4721,Jet Airways,Kolkata,Banglore,1520,1.0,No info,12692,6,12,2019
4722,Jet Airways,Delhi,Cochin,1260,1.0,In-flight meal not included,13843,3,9,2019
4723,Jet Airways,Banglore,New Delhi,1055,1.0,In-flight meal not included,7832,21,3,2019
4724,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049,6,1,2019
4725,Jet Airways,Delhi,Cochin,650,1.0,No info,12242,27,3,2019
4726,Jet Airways,Delhi,Cochin,1425,1.0,In-flight meal not included,10262,24,6,2019
4727,Jet Airways,Kolkata,Banglore,685,1.0,No info,14571,6,9,2019
4728,SpiceJet,Kolkata,Banglore,150,0.0,No info,4174,24,5,2019
4729,Multiple carriers,Delhi,Cochin,395,1.0,No info,11264,27,5,2019
4730,IndiGo,Kolkata,Banglore,160,0.0,No info,4174,18,4,2019
4731,IndiGo,Chennai,Kolkata,145,0.0,No info,3540,6,12,2019
4732,Vistara,Kolkata,Banglore,790,1.0,No info,9345,18,5,2019
4733,Air India,Delhi,Cochin,1595,2.0,No info,9653,6,6,2019
4734,IndiGo,Mumbai,Hyderabad,85,0.0,No info,3342,18,3,2019
4735,Multiple carriers,Delhi,Cochin,930,1.0,No info,8073,18,5,2019
4736,Jet Airways,Kolkata,Banglore,855,1.0,In-flight meal not included,7064,4,1,2019
4737,Jet Airways,Delhi,Cochin,1320,2.0,No info,13376,27,6,2019
4738,Multiple carriers,Delhi,Cochin,625,1.0,No info,15135,3,6,2019
4739,Air India,Kolkata,Banglore,625,1.0,No info,10413,24,5,2019
4740,Vistara,Kolkata,Banglore,865,1.0,No info,9187,5,1,2019
4741,Jet Airways,Delhi,Cochin,1620,2.0,No info,13292,6,1,2019
4742,IndiGo,Delhi,Cochin,515,1.0,No info,6674,3,9,2019
4743,IndiGo,Delhi,Cochin,480,1.0,No info,8330,5,9,2019
4744,Multiple carriers,Delhi,Cochin,740,1.0,No info,11200,6,1,2019
4745,Jet Airways,Delhi,Cochin,1595,1.0,In-flight meal not included,10262,6,3,2019
4746,Vistara,Delhi,Cochin,190,0.0,No info,6216,15,4,2019
4747,Jet Airways,Kolkata,Banglore,1430,1.0,In-flight meal not included,10844,18,5,2019
4748,Jet Airways,Kolkata,Banglore,1515,1.0,In-flight meal not included,11134,24,3,2019
4749,IndiGo,Chennai,Kolkata,140,0.0,No info,5277,18,6,2019
4750,Jet Airways,Delhi,Cochin,1705,2.0,No info,14300,27,6,2019
4751,Jet Airways,Banglore,New Delhi,1290,1.0,No info,17471,3,6,2019
4752,Jet Airways,Kolkata,Banglore,730,1.0,In-flight meal not included,10844,21,5,2019
4753,SpiceJet,Banglore,New Delhi,170,0.0,No check-in baggage included,5469,15,3,2019
4754,Jet Airways,Delhi,Cochin,1355,1.0,In-flight meal not included,10262,6,9,2019
4755,SpiceJet,Delhi,Cochin,375,1.0,No info,7185,3,6,2019
4756,Air Asia,Kolkata,Banglore,150,0.0,No info,3807,18,6,2019
4757,Jet Airways,Delhi,Cochin,655,1.0,No info,14714,6,1,2019
4758,Vistara,Kolkata,Banglore,790,1.0,No info,8610,5,6,2019
4759,Jet Airways,Delhi,Cochin,705,1.0,No info,17234,3,6,2019
4760,Multiple carriers,Delhi,Cochin,565,3.0,No info,15629,6,12,2019
4761,Multiple carriers,Delhi,Cochin,855,2.0,No info,6128,27,3,2019
4762,Jet Airways,Delhi,Cochin,745,1.0,No info,16289,3,9,2019
4763,Jet Airways,Delhi,Cochin,810,2.0,No info,15129,5,9,2019
